"icao","elevation_ft","heading_deg","frequency_mhz","range_nm","ident","runway"
"KLTS","1345","355","110.3","27","ILTS","ILS RW36L"
"KLTS","1372","175","110.55","27","IRUK","ILS RW18L"
"KLAW","1069","351","109.1","27","ILAW","ILS RW35"
"KSPS","994","153","110.5","27","ISHP","ILS RW15C"
"KSPS","990","333","109.7","27","ISPS","ILS RW33L"
"KABI","1791","174.76215","109.75","27","IEMB","ILS RW17R"
"KABI","1771","354.73917","110.3","27","IABI","ILS RW35R"
"KDYS","1784","344","109.9","27","IDYS","ILS RW34"
"KDYS","1788","164","109.9","27","ITYY","ILS RW16"
"KMWL","967","309.70963","109.55","27","IVMH","ILS RW31"
"KSJT","1913","38.0208","109.7","27","ISJT","ILS RW03"
"KBWD","1387","175.3708","109.1","27","IBWD","ILS RW17"
"KGRK","1006","153.46646","111.1","27","IGRK","ILS RW15"
"KGRK","978","333.46646","109.35","27","IBTJ","ILS RW33"
"KILE","848","11.702154","108.3","27","IILE","ILS RW01"
"KERV","1617","304.67697","109.1","27","IERV","ILS RW30"
"KSAT","775","36.61079","109.7","27","ISAT","ILS RW04"
"KSAT","778","307.76038","110.9","27","IIZR","ILS RW31L"
"KSAT","801","127.76037","110.9","27","IANT","ILS RW13R"
"KAUS","484","174.70581","110.5","27","IVNK","ILS RW18L"
"KAUS","527","174.70045","110.95","27","IGFQ","ILS RW18R"
"KAUS","484","354.70047","110.95","27","IBSM","ILS RW36L"
"KAUS","470","354.7058","110.5","27","IHCE","ILS RW36R"
"KHYI","590","126","108.7","27","IRUM","ILS RW13"
"KDLF","1074","128","110.3","27","IDLF","ILS RW13C"
"KDLF","1064","308","108.9","27","IILH","ILS RW31C"
"KDRT","995","132","111.9","27","IDRT","ILS RW13"
"KSKF","660","338","110.7","27","IOSQ","ILS RW34"
"KSKF","684","158","110.1","27","ISKF","ILS RW16"
"KRND","724","325","109.3","27","IRND","ILS RW33R"
"KRND","732","325","111.1","27","IVQE","ILS RW33L"
"KRND","735","145","109.9","27","ITRT","ILS RW15L"
"KRND","757","145","111.3","27","IUNY","ILS RW15R"
"KLRD","497","177.54564","111.9","27","ILRD","ILS RW18R"
"MMNL","484","145.9873","109.1","27","INLD","ILS RW14"
"KALI","178","308","109.3","27","IALI","ILS RW31"
"KCRP","46","311.96262","110.3","27","IEKI","ILS RW31"
"KCRP","43","131.9626","110.3","27","ICRP","ILS RW13"
"KCRP","38","355.1","109.5","27","IOYC","ILS RW36"
"KNOG","253","130","110.5","27","INOG","ILS RW13"
"KNQI","47","130","110.9","27","INQI","ILS RW13R"
"MMIO","4646","173.8993","110.1","27","ISLW","ILS RW17"
"MMAN","1476","207.1418","110.7","27","IADN","ILS RW20"
"MMMY","1234","296.4404","111.1","27","IMTY","ILS RW29"
"KHRL","32","175.64754","111.5","27","IHRL","ILS RW17R"
"KMFE","98","136.72563","111.7","27","IMFE","ILS RW14"
"KMFE","99","316.72565","111.7","27","ILLM","ILS RW32"
"MMRX","104","313.00815","110.5","27","IREX","ILS RW31"
"MMSP","6027","144.3733","111.5","27","ISLP","ILS RW14"
"MMTM","72","139.05016","109.3","27","ITAM","ILS RW13"
"MMSM","7354","45","111.3","27","IAFA","ILS RW04C"
"MMSM","7362","225","110.9","27","IAFC","ILS RW22C"
"MMSM","7362","225","110.3","27","ISLD","ILS RW22R"
"MMSM","7351","45","109.3","27","ISLM","ILS RW04L"
"MMTO","8458","152.85199","109.5","27","ITLC","ILS RW15"
"MMMX","7306","55.246315","109.1","27","IMWX","ILS RW05R"
"MMMX","7312","235.24632","109.7","27","IMEX","ILS RW23L"
"MMAA","16","103.09976","111.9","27","IAIA","ILS RW10"
"MMAA","16","283.09976","109.9","27","IACA","ILS RW28"
"CYRB","178","346.453","110.3","27","IRB","ILS RW35T"
"CYYQ","94","334.61435","110.3","27","IYQ","ILS RW33"
"CYWG","774","5.4824634","109.9","27","IWG","ILS RW36"
"CYWG","779","135.60117","109.5","27","INP","ILS RW13"
"CYWG","773","315.60117","110.3","27","IHV","ILS RW31"
"KGFK","840","354","109.1","27","IGFK","ILS RW35L"
"KRDR","891","174","111.3","27","IAVA","ILS RW17"
"KRDR","901","354","109.9","27","IRDR","ILS RW35"
"KTVF","1111","312.8792","110.5","27","IHYZ","ILS RW31"
"KRRT","1069","314.69754","110.1","27","ISWE","ILS RW31"
"KBDE","1076","298.8829","108.3","27","IBDE","ILS RW30"
"KFAR","889","356.47504","110.3","27","IFAR","ILS RW36"
"KFAR","897","176","108.9","27","IAAM","ILS RW18"
"KBJI","1381","253.00009","109.35","27","IBJI","ILS RW25"
"KBJI","1383","313.0996","111.9","27","IMDI","ILS RW31"
"KPKD","1436","311.17126","110.9","27","IPKD","ILS RW31"
"KFFM","1167","308.21805","111.5","27","IFFM","ILS RW31"
"KAXN","1419","315.4726","110.5","27","IEEZ","ILS RW31"
"KBRD","1219","339.66702","109.7","27","ILER","ILS RW34"
"KBRD","1220","230.39523","109.9","27","IBRD","ILS RW23"
"KRYM","1143","312","111.1","27","IRYM","ILS RW31"
"KBDH","1118","126","109.5","27","IBDH","ILS RW13"
"KSTC","1022","133.09178","111.9","27","IBPM","ILS RW13"
"KSTC","1011","313.09177","111.9","27","ISTC","ILS RW31"
"KATY","1741","354.25076","111.9","27","IATY","ILS RW35"
"KBKX","1605","115.5918","111.35","27","IBKX","ILS RW12"
"KMML","1179","125","109.7","27","IGBY","ILS RW12"
"KOTG","1565","292.8022","111.7","27","IOTG","ILS RW29"
"KFRM","1155","310.18118","111.1","27","IFQJ","ILS RW31"
"KMKT","1014","330.643","108.7","27","IMKT","ILS RW33"
"KFSD","1420","29.794054","109.9","27","IFSD","ILS RW03"
"KFSD","1424","209.79405","111.1","27","IJOU","ILS RW21"
"KYKN","1270","316.86035","109.5","27","IYKN","ILS RW31"
"KSUX","1087","132.78244","111.3","27","IOIQ","ILS RW13"
"KSUX","1092","312.78244","109.3","27","ISUX","ILS RW31"
"KSPW","1337","121.35802","110.9","27","ISPW","ILS RW12"
"KFOD","1085","62.894566","109.1","27","IFOD","ILS RW06"
"KOFK","1557","14.363831","111.5","27","IOFK","ILS RW02"
"KLNK","1189","177.28625","111.1","27","IOCZ","ILS RW18"
"KLNK","1155","357.28625","109.9","27","ILNK","ILS RW36"
"KOLU","1447","141.943","109.1","27","IOLU","ILS RW14"
"KCBF","1242","356.45892","111.35","27","ICBF","ILS RW36"
"KOFF","1025","124","111.7","27","IATB","ILS RW12"
"KOFF","961","304","109.5","27","IOFF","ILS RW30"
"KOMA","981","142.49184","111.75","27","IRAY","ILS RW14L"
"KOMA","983","142.49464","110.3","27","IOMA","ILS RW14R"
"KOMA","977","178.21883","110.9","27","IPPY","ILS RW18"
"KOMA","976","322.49466","111.9","27","IENF","ILS RW32L"
"KOMA","979","322.49182","111.15","27","IEDI","ILS RW32R"
"KOMA","977","358.21884","110.7","27","IOGN","ILS RW36"
"KSTJ","808","355.99377","110.3","27","ISTJ","ILS RW35"
"KMHK","1048","35.786255","111.3","27","IMHK","ILS RW03"
"KFOE","1035","312.205","110.1","27","IFOE","ILS RW31"
"KEWK","1533","174","111.7","27","ICAC","ILS RW17"
"KIXD","1055","356.021","110.9","27","IIXD","ILS RW36"
"KLWC","828","329","108.9","27","IJZM","ILS RW33"
"KMCI","1003","10.896376","110.5","27","IDOT","ILS RW01L"
"KMCI","1010","10.906001","110.75","27","IPVL","ILS RW01R"
"KMCI","1010","94.25184","109.7","27","IRNI","ILS RW09"
"KMCI","978","190.906","109.55","27","IDYH","ILS RW19L"
"KMCI","977","190.89638","109.1","27","IPAJ","ILS RW19R"
"KMCI","1021","274.25183","109.7","27","IUQY","ILS RW27"
"KOJC","1096","176.09286","111.1","27","IOJC","ILS RW18"
"KOJC","1096","356.09286","108.3","27","IPKX","ILS RW36"
"KTOP","880","129.4602","110.7","27","ITOP","ILS RW13"
"KGPH","773","184.09354","110.55","27","ICUE","ILS RW18"
"KMKC","743","35.3","111.75","27","IGQR","ILS RW03"
"KMKC","741","191.64082","109.9","27","IMKC","ILS RW19"
"KAAO","1401","180.77942","109.55","27","IAAO","ILS RW18"
"KIAB","1364","188","109.9","27","ICWX","ILS RW19R"
"KIAB","1336","8","111.1","27","IIAB","ILS RW01L"
"KICT","1310","15.919569","109.1","27","ITWI","ILS RW01L"
"KICT","1315","15.975083","110.3","27","IICT","ILS RW01R"
"KICT","1312","195.97508","111.55","27","IMVP","ILS RW19L"
"KICT","1326","195.91957","110.5","27","IHOV","ILS RW19R"
"KPNC","992","174.63298","111.9","27","IPNC","ILS RW17"
"KBVO","717","175.9226","111.3","27","IBVO","ILS RW17"
"KIDP","814","358.29108","110.7","27","IIDP","ILS RW35"
"KJLN","953","134.10318","110.3","27","IJLN","ILS RW13"
"KJLN","949","177.89583","108.9","27","IJQX","ILS RW18"
"KSWO","981","175","109.15","27","ISWO","ILS RW17"
"KRVS","619","10.270397","109.95","27","IRVS","ILS RW01L"
"KTUL","621","180.0625","109.7","27","IDWE","ILS RW18L"
"KTUL","649","180.07239","111.1","27","ITJY","ILS RW18R"
"KTUL","646","0.062492892","110.3","27","ITUL","ILS RW36R"
"KOUN","1182","33.07533","111.1","27","IPHY","ILS RW03"
"KOUN","1178","176.66182","111.95","27","IBWM","ILS RW18"
"KSNL","1067","174","108.75","27","IHNQ","ILS RW17"
"KTIK","1291","126","111.7","27","IEVG","ILS RW13"
"KTIK","1264","175","111.3","27","IFRJ","ILS RW18"
"KTIK","1291","306","111.7","27","IPLH","ILS RW31"
"KTIK","1281","357","109.5","27","ITIK","ILS RW36"
"KOKM","704","176","109.1","27","IOKM","ILS RW18"
"KASG","1335","183.06572","110.9","27","IASG","ILS RW18"
"KFYV","1252","166.98245","111.9","27","IFYV","ILS RW16"
"KFYV","1231","352.5","111.9","27","ILFH","ILS RW34"
"KROG","1342","198.05865","111.5","27","IROG","ILS RW20"
"KXNA","1279","158.82431","111.55","27","IXNA","ILS RW16"
"KXNA","1262","338.8243","111.55","27","IFBS","ILS RW34"
"KFSM","458","80.14392","111.3","27","IGKV","ILS RW08"
"KFSM","438","260.14392","111.3","27","IFSM","ILS RW26"
"KADM","728","309.61417","108.9","27","IAIW","ILS RW31"
"KMEZ","1048","269.19818","108.7","27","IVMU","ILS RW27"
"KDTO","636","177.19696","109.1","27","IDTO","ILS RW18L"
"KGYI","740","176","111.7","27","IGYI","ILS RW17L"
"KTKI","569","179.10893","109.35","27","IEFE","ILS RW18"
"KGVT","521","176.02974","110.5","27","IGVT","ILS RW17"
"KADS","630","156.84998","110.1","27","IADS","ILS RW16"
"KADS","645","336.84998","110.1","27","ITBQ","ILS RW34"
"KAFW","717","166.236","110.15","27","IUPE","ILS RW16L"
"KAFW","666","346.236","110.15","27","IJVX","ILS RW34R"
"KCPT","854","153.29138","111.15","27","ICPT","ILS RW15"
"KDAL","480","132.78003","111.5","27","IDAL","ILS RW13L"
"KDAL","472","132.77684","111.1","27","IDPX","ILS RW13R"
"KDAL","472","312.77682","111.1","27","ILVF","ILS RW31L"
"KDAL","480","312.78003","111.5","27","IOVW","ILS RW31R"
"KDFW","588","135.08336","109.5","27","ILWN","ILS RW13R"
"KDFW","556","176.26053","110.3","27","IFLQ","ILS RW17C"
"KDFW","526","176.30377","111.75","27","IPPZ","ILS RW17L"
"KDFW","561","176.24084","111.35","27","IJHZ","ILS RW17R"
"KDFW","594","176.25578","110.55","27","ICIX","ILS RW18L"
"KDFW","600","176.23871","111.9","27","IVYN","ILS RW18R"
"KDFW","509","311.34534","110.9","27","IRRA","ILS RW31R"
"KDFW","557","356.26053","110.3","27","IPKQ","ILS RW35C"
"KDFW","559","356.24084","111.35","27","IUWX","ILS RW35L"
"KDFW","559","356.30377","111.75","27","IAJQ","ILS RW35R"
"KDFW","580","356.2387","111.9","27","IBXN","ILS RW36L"
"KDFW","577","356.2558","110.55","27","IFJN","ILS RW36R"
"KFTW","667","343.93988","109.9","27","IUXT","ILS RW34"
"KFTW","698","164","109.9","27","IFTW","ILS RW16"
"KFWS","689","357.10254","110.95","27","IJZW","ILS RW36L"
"KGKY","594","342.09286","111.55","27","IGKY","ILS RW34"
"KNFW","641","354","109.3","27","IFWH","ILS RW36"
"KNFW","620","174","108.7","27","INFW","ILS RW18"
"KRBD","656","309.25967","110.75","27","IRBD","ILS RW31"
"KHQZ","444","177.81946","109.75","27","IHQZ","ILS RW18"
"KTXK","379","219.84425","111.9","27","ITXK","ILS RW22"
"KGGG","351","130.84918","109.5","27","IGGG","ILS RW13"
"KTYR","539","41.963104","111.95","27","ITYR","ILS RW04"
"KSHV","258","58.76877","109.1","27","IMWP","ILS RW06"
"KSHV","246","140.8434","110.7","27","ISHV","ILS RW14"
"KSHV","214","320.84338","110.3","27","IFOG","ILS RW32"
"KACT","498","187.12964","109.7","27","IACT","ILS RW19"
"KCNW","466","173.56494","110.7","27","ICNW","ILS RW17L"
"KTPL","679","159.6814","111.5","27","ITPL","ILS RW15"
"KLFK","285","73.20714","111.3","27","ILFK","ILS RW07"
"KOCH","346","359.46976","111.5","27","IOCH","ILS RW36"
"KCLL","303","345.90762","110.55","27","ICLL","ILS RW35"
"KSGR","76","350.30945","110.7","27","ITXH","ILS RW35"
"KCXO","228","140.57845","108.7","27","ICXO","ILS RW14"
"KDWH","152","167.84009","110.5","27","IHEW","ILS RW17R"
"KEFD","30","173.86563","110.3","27","ILPV","ILS RW17R"
"KEFD","27","218.69916","110.1","27","IFNF","ILS RW22"
"KEFD","24","353.86563","111.1","27","IEFD","ILS RW35L"
"KHOU","42","40.764286","109.9","27","IHUB","ILS RW04"
"KHOU","43","131.1105","111.3","27","IPRQ","ILS RW13R"
"KHOU","46","220.76428","109.9","27","IOIB","ILS RW22"
"KHOU","38","311.1105","111.3","27","IUPU","ILS RW31L"
"KIAH","86","86.95452","111.55","27","IBZU","ILS RW08L"
"KIAH","89","86.942245","109.7","27","IIAH","ILS RW08R"
"KIAH","85","86.96158","110.9","27","IUYO","ILS RW09"
"KIAH","90","149.06447","111.15","27","ILKM","ILS RW15R"
"KIAH","87","266.94226","109.7","27","IJYV","ILS RW26L"
"KIAH","90","266.95453","111.55","27","IOND","ILS RW26R"
"KIAH","80","266.96158","110.9","27","IGHI","ILS RW27"
"KIAH","81","329.06342","111.9","27","ICDG","ILS RW33R"
"KBPT","12","116.095","110.15","27","IBPT","ILS RW12"
"KVCT","111","128.58755","111.5","27","IVCT","ILS RW13"
"KAXH","69","89.222496","108.9","27","IAXH","ILS RW09"
"KGLS","5","138.22191","111.7","27","IGLS","ILS RW14"
"KLBX","25","175","109.1","27","ILBX","ILS RW17"
"KNGP","8","129","111.3","27","INGP","ILS RW13R"
"KBRO","15","132.57852","110.3","27","IBRO","ILS RW13"
"CYHD","1354","116.47778","109.7","27","IHD","ILS RW12"
"KINL","1177","132.97102","109.1","27","IABK","ILS RW13"
"KINL","1156","312.971","111.95","27","IINL","ILS RW31"
"KGPZ","1341","343.59534","110.1","27","IGPZ","ILS RW34"
"KHIB","1340","310","108.75","27","IHIB","ILS RW31"
"KHIB","1349","130","111.75","27","IJAE","ILS RW13"
"KDLH","1415","93.308815","110.3","27","IDLH","ILS RW09"
"KDLH","1423","273.3088","108.7","27","IJUD","ILS RW27"
"KASX","827","23","109.3","27","IASX","ILS RW02"
"KIWD","1225","270","111.5","27","IIWD","ILS RW27"
"KANE","907","268.68106","111.15","27","IANE","ILS RW27"
"KHYR","1210","204.72397","108.5","27","IHTY","ILS RW21"
"KRPD","1096","10.277898","108.3","27","IRPD","ILS RW01"
"KFCM","898","98.05634","109.7","27","IFCM","ILS RW10R"
"KLVN","957","294.4705","108.9","27","ILVN","ILS RW30"
"KMSP","842","44.899952","109.3","27","IAPL","ILS RW04"
"KMSP","831","121.44594","110.7","27","IPJL","ILS RW12L"
"KMSP","835","121.446846","110.3","27","IHKZ","ILS RW12R"
"KMSP","842","169.56285","110.95","27","ITJZ","ILS RW17"
"KMSP","842","224.89995","110.5","27","ISIJ","ILS RW22"
"KMSP","812","301.44684","110.3","27","IMSP","ILS RW30L"
"KMSP","813","301.44595","110.7","27","IINN","ILS RW30R"
"KMSP","830","349.46286","110.95","27","IBMA","ILS RW35"
"KSGS","821","342.48816","108.35","27","ISGS","ILS RW34"
"KSTP","702","146.10956","111.5","27","IVKG","ILS RW14"
"KSTP","699","326.10956","111.5","27","IBAO","ILS RW32"
"KRGK","777","91.104935","110.1","27","IRGK","ILS RW09"
"KAUM","1226","351.16434","110.55","27","IAUM","ILS RW35"
"KOWA","1132","302.07904","109.55","27","IOWA","ILS RW30"
"KRST","1265","131.21915","109.1","27","IMNK","ILS RW13"
"KRST","1301","311.21915","108.5","27","IRST","ILS RW31"
"KEAU","901","223.87103","109.5","27","IEAU","ILS RW22"
"KLSE","648","180.45724","111.1","27","ILSE","ILS RW18"
"KONA","654","300.44354","109.35","27","IONA","ILS RW30"
"KVOK","898","269","108.5","27","IVOK","ILS RW27"
"KMCW","1188","359.8951","109.5","27","IMCW","ILS RW36"
"KCCY","1125","125.466576","108.3","27","IIYY","ILS RW12"
"KALO","868","127.860596","111.7","27","IALO","ILS RW12"
"KLNR","717","270","108.35","27","ILNR","ILS RW27"
"KDBQ","1076","311.0959","108.7","27","IDBQ","ILS RW31"
"KDBQ","1032","357","110.9","27","IFUQ","ILS RW36"
"KAMW","944","13.549965","110.7","27","IEEE","ILS RW01"
"KDSM","919","52.724644","111.5","27","IDWW","ILS RW05"
"KDSM","913","131.45631","111.9","27","IVGU","ILS RW13"
"KDSM","953","311.45633","110.3","27","IDSM","ILS RW31"
"KIKV","875","357.00888","111.1","27","IFVH","ILS RW36"
"KTNU","941","321.34082","109.7","27","IMGX","ILS RW32"
"KOTM","834","312.11246","109.5","27","IOTM","ILS RW31"
"KCID","856","268.91333","111.3","27","IRRU","ILS RW27"
"KCID","844","89","109.3","27","ICID","ILS RW09"
"KCWI","695","29.5745","109.7","27","IFNO","ILS RW03"
"KDVN","748","148.6428","109.1","27","IDVN","ILS RW15"
"KBRL","682","359","108.9","27","IBRL","ILS RW36"
"KMUT","537","239.38826","109.15","27","ILUC","ILS RW24"
"KGBG","751","30.041119","110.7","27","IGBG","ILS RW03"
"KMLI","576","90.12611","110.5","27","IMLI","ILS RW09"
"KMLI","572","270.1261","110.5","27","IGEQ","ILS RW27"
"KIRK","960","357.48618","111.5","27","IIRK","ILS RW36"
"KEOK","664","263.6664","110.9","27","IBBJ","ILS RW26"
"KMQB","706","269","110.3","27","IMQB","ILS RW27"
"KUIN","759","41.204918","110.1","27","IUIN","ILS RW04"
"KSZL","861","190","108.5","27","IMXJ","ILS RW19"
"KSZL","831","10","110.3","27","ISZL","ILS RW01"
"KCOU","880","21.340553","110.7","27","ICOU","ILS RW02"
"KAIZ","869","216.94373","111.5","27","IAIZ","ILS RW22"
"KJEF","545","299.67642","110.5","27","IJEF","ILS RW30"
"KMYJ","823","243.55626","109.5","27","IEYR","ILS RW24"
"KALN","524","294.471","108.5","27","IALN","ILS RW29"
"KSTL","536","63.71774","110.3","27","IJAK","ILS RW06"
"KSTL","598","123.28315","111.95","27","IOGZ","ILS RW11"
"KSTL","534","123.29402","108.9","27","ILDZ","ILS RW12L"
"KSTL","532","123.293434","109.7","27","ILMR","ILS RW12R"
"KSTL","528","243.71774","110.3","27","ISTL","ILS RW24"
"KSTL","556","303.28314","111.95","27","IRQN","ILS RW29"
"KSTL","564","303.29343","111.5","27","IBKY","ILS RW30L"
"KSTL","592","303.294","111.3","27","ISJW","ILS RW30R"
"KCPS","405","302.33026","109.1","27","ICPS","ILS RW30L"
"KSUS","457","79.02905","110.55","27","ISUS","ILS RW08R"
"KSUS","458","259.02905","111.1","27","IFZU","ILS RW26L"
"KTBN","1145","147.37923","110.9","27","ITBN","ILS RW15"
"KSGF","1259","18.705326","109.9","27","ISGF","ILS RW02"
"KSGF","1254","138.89925","109.7","27","IGWA","ILS RW14"
"KHRO","1345","358.8","111.7","27","IHRO","ILS RW36"
"KBBG","1293","322.9663","111.35","27","IBBG","ILS RW32"
"KBPK","922","48.778515","111.95","27","IBPK","ILS RW05"
"KARG","279","179","111.1","27","IARG","ILS RW18"
"KBVX","465","79","109.7","27","IBVX","ILS RW08"
"KSRC","232","11","110.1","27","IDSY","ILS RW01"
"KJBR","255","228.06279","110.15","27","IJBR","ILS RW23"
"KHOT","502","53.14412","111.5","27","IHOT","ILS RW05"
"KORK","545","53.04014","111.9","27","IORK","ILS RW05"
"KLIT","253","46.34976","110.3","27","ILIT","ILS RW04L"
"KLIT","252","46.3807","111.3","27","ICNL","ILS RW04R"
"KLIT","256","226.3807","110.7","27","IBWY","ILS RW22L"
"KLIT","252","226.34976","110.3","27","IAAY","ILS RW22R"
"KLRF","284","250","109.9","27","ITYV","ILS RW25"
"KSUZ","373","18.905933","111.95","27","ISUZ","ILS RW02"
"KPBF","205","177.79771","111.7","27","IPBF","ILS RW18"
"KSGT","220","359.86105","110.55","27","ITTL","ILS RW36"
"KAWM","209","179.56317","110.7","27","ILWR","ILS RW17"
"KUTA","10188","347.02173","110.95","27","IUTA","ILS RW35"
"KELD","254","222.804","111.1","27","IELD","ILS RW22"
"KBAD","159","329","109.9","27","IBAD","ILS RW33"
"KBAD","162","149","108.9","27","IJKC","ILS RW15"
"KDTN","179","136.9","111.7","27","IDTN","ILS RW14"
"KMLU","75","41.892757","109.5","27","IMLU","ILS RW04"
"KMLU","74","222","109.5","27","IMZR","ILS RW22"
"KGLH","127","177","109.1","27","IGLH","ILS RW18L"
"KGWO","141","182.4046","111.3","27","IGWO","ILS RW18"
"KTVR","85","357.1564","109.7","27","ITVR","ILS RW36"
"KIER","121","342.4507","110.5","27","IIER","ILS RW35"
"KAEX","82","141.1117","110.1","27","IERJ","ILS RW14"
"KESF","86","269.86588","111.5","27","IESF","ILS RW27"
"KHKS","329","158.84003","111.7","27","IJHF","ILS RW16"
"KJAN","302","159.13138","110.5","27","IJAN","ILS RW16L"
"KJAN","320","339.0965","109.3","27","IFRL","ILS RW34L"
"KJVW","234","123.65632","108.55","27","IJVW","ILS RW12"
"KHEZ","259","136.4471","111.35","27","IHEZ","ILS RW13"
"KMCB","408","157","109.1","27","IMCB","ILS RW16"
"KDRI","202","355","111.1","27","IDRI","ILS RW36"
"KCWF","15","150.56445","110.7","27","ICWF","ILS RW15"
"KLCH","8","151.81854","109.1","27","ILCH","ILS RW15"
"KUXL","10","146","109.3","27","IUXL","ILS RW15"
"KIYA","16","157","110.95","27","IIYA","ILS RW16"
"KARA","17","347.60202","108.9","27","IARA","ILS RW35"
"KLFT","34","35.641197","110.9","27","ITYN","ILS RW04R"
"KLFT","30","215.6412","109.5","27","ILFT","ILS RW22L"
"KBTR","65","133.60504","110.3","27","IBTR","ILS RW13"
"KBTR","66","223.27116","108.7","27","ICLZ","ILS RW22R"
"KHZR","39","4.2805595","111.9","27","IHZR","ILS RW36"
"KHDC","42","180","111.5","27","IHPF","ILS RW18"
"KPTN","8","238.01328","108.3","27","IPTN","ILS RW24"
"KHUM","5","179.41188","108.5","27","IHUM","ILS RW18"
"KMSY","-1","16.401651","111.7","27","IJFI","ILS RW02"
"KMSY","-3","106.54706","109.9","27","IMSY","ILS RW11"
"KMSY","4","196.40166","111.7","27","IONW","ILS RW20"
"KMSY","0","286.54706","109.9","27","IHOX","ILS RW29"
"KNBG","-6","44","109.5","27","INBG","ILS RW04"
"KNEW","3","177.29176","111.3","27","INEW","ILS RW18R"
"KGAO","-3","358.5869","109.1","27","IGAO","ILS RW36"
"MMVA","27","84.50586","110.5","27","IVSA","ILS RW08"
"MMTG","1499","327","109.7","27","ITGZ","ILS RW32"
"MGGT","4879","16.2416","110.1","27","IAAI","ILS RW02"
"SEGS","145","140.99933","110.9","27","ILB","ILS RW14"
"CYQT","652","74.487015","109.5","27","IQT","ILS RW07"
"KCMX","1062","313.03766","110.3","27","ICMX","ILS RW31"
"KARV","1630","0.88950795","111.7","27","IDOF","ILS RW36"
"KEGV","1642","47.25966","110.7","27","ILBJ","ILS RW04"
"KRHI","1618","91","111.3","27","IRHI","ILS RW09"
"KIMT","1126","9.709337","111.5","27","IIMT","ILS RW01"
"KSAW","1176","12.9322405","110.1","27","ISOU","ILS RW01"
"KESC","598","93.981476","109.3","27","IESC","ILS RW09"
"KMNM","618","33.789177","108.7","27","ITNQ","ILS RW03"
